Distrito,Jurisdiccion,Competencia,Nombre_Despacho,Funcionario,Meses_Reportados,Ing_Efect_Anuales,Prom_Men_Ing_Efect,Egresos_Efect_Anuales,Prom_Men_Egreso_Efect,Inv_Final_Anual,PromMen_ProcIng,PromMen_TutImpugIngr,PromMen_AccionesConstIngr,PromMen_ProcEgr,PromMen_TutImpugEgr,PromMen_AccionesConstEgr
Bogotá,Municipal,Bogotá/Municipal,Juzgado 007 Civil Municipal de Bogotá,LOURDES MIRIAM BELTRAN  PEÑA,12,1550,129.166666666667,1297,108.083333333333,753,105.5,23.5833333333333,0.0833333333333333,85.5,22.5,0.0833333333333333
Bogotá,Municipal,Bogotá/Municipal,Juzgado 006 Civil Municipal de Bogotá,JORGE ALFREDO VARGAS ARROYO,12,1472,122.666666666667,1269,105.75,879,99,23.5833333333333,0.0833333333333333,84,21.6666666666667,0.0833333333333333
Bogotá,Municipal,Bogotá/Municipal,Juzgado 055 Civil Municipal de Bogotá,MARGARETH ROSALIN MURCIA  RAMOS,12,1114,92.8333333333333,1261,105.083333333333,832,70.75,22.0833333333333,0,84.5833333333334,20.5,0
Bogotá,Municipal,Bogotá/Municipal,Juzgado 054 Civil Municipal de Bogotá,ALFONSO RAFAEL  GOMEZ  NIETO,12,1386,115.5,1255,104.583333333333,1407,91.5,23.8333333333333,0.166666666666667,81.4166666666666,23.1666666666667,0
Bogotá,Municipal,Bogotá/Municipal,Juzgado 052 Civil Municipal de Bogotá,DIANA NICOLLE PALACIOS SANTOS,12,1257,104.75,1237,103.083333333333,1005,80.25,24.5,0,80.1666666666667,22.8333333333333,0.0833333333333333
Bogotá,Municipal,Bogotá/Municipal,Juzgado 031 Civil Municipal de Bogotá,ANGELA MARÍA MOLINA  PALACIO,12,1575,131.25,1227,102.25,966,105.833333333333,25.1666666666667,0.25,77.75,24.25,0.25
Bogotá,Municipal,Bogotá/Municipal,Juzgado 042 Civil Municipal de Bogotá,LUZ HELENA VARGAS ESTUPIÑAN,12,1136,94.6666666666667,1214,101.166666666667,632,70.5,24.0833333333333,0.0833333333333333,78.9166666666667,22.1666666666667,0.0833333333333333
Bogotá,Municipal,Bogotá/Municipal,Juzgado 050 Civil Municipal de Bogotá,DORA ALEJANDRA VALENCIA  TOVAR,9,1050,116.666666666667,1210,134.444444444444,838,92.8888888888889,23.5555555555556,0.222222222222222,111.222222222222,23,0.222222222222222
Bogotá,Municipal,Bogotá/Municipal,Juzgado 022 Civil Municipal de Bogotá,CAMILA ANDREA  CALDERON  FONSECA,12,1155,96.25,1201,100.083333333333,441,73.6666666666667,22.5833333333333,0,78.5,21.5833333333333,0
Bogotá,Municipal,Bogotá/Municipal,Juzgado 033 Civil Municipal de Bogotá,HERNAN ANDRES GONZALEZ BUITRAGO,12,1330,110.833333333333,1195,99.5833333333333,311,87.9166666666667,22.75,0.166666666666667,76.4166666666667,23,0.166666666666667
Bogotá,Municipal,Bogotá/Municipal,Juzgado 021 Civil Municipal de Bogotá,GLORIA ESPERANZA OSORIO  OSPINA,12,1217,101.416666666667,1162,96.8333333333333,355,77.9166666666667,23.3333333333333,0.166666666666667,74.3333333333333,22.3333333333333,0.166666666666667
Bogotá,Municipal,Bogotá/Municipal,Juzgado 012 Civil Municipal de Bogotá,FRANCISCO  ALVAREZ  CORTES,12,1632,136,1161,96.75,831,112.25,23.75,0,73.8333333333333,22.9166666666667,0
Bogotá,Municipal,Bogotá/Municipal,Juzgado 014 Civil Municipal de Bogotá,OSCAR LEONARDO ROMERO  BAREÑO,12,1297,108.083333333333,1152,96,762,85.3333333333333,22.5833333333333,0.166666666666667,75.4166666666667,20.4166666666667,0.166666666666667
Bogotá,Municipal,Bogotá/Municipal,Juzgado 018 Civil Municipal de Bogotá,FELIX ALBERTO  RODRIGUEZ PARGA,12,1995,166.25,1125,93.75,1135,143,23.25,0,71.6666666666667,22.0833333333333,0
Bogotá,Municipal,Bogotá/Municipal,Juzgado 034 Civil Municipal de Bogotá,MARIA ISABELLA CORDOBA  PAEZ,12,1067,88.9166666666667,1119,93.25,479,65.6666666666667,23.25,0,70.5833333333333,22.6666666666667,0
Bogotá,Municipal,Bogotá/Municipal,Juzgado 010 Civil Municipal de Bogotá,MARIA DEL PILAR FORERO  RAMIREZ,12,1091,90.9166666666667,1115,92.9166666666667,477,67,23.9166666666667,0,70.0833333333333,22.8333333333333,0
Bogotá,Municipal,Bogotá/Municipal,Juzgado 056 Civil Municipal de Bogotá,LUISA FERNANDA HERRERA CAYCEDO,12,1275,106.25,1098,91.5,495,81.4166666666667,24.75,0.0833333333333333,67.5,23.9166666666667,0.0833333333333333
Bogotá,Municipal,Bogotá/Municipal,Juzgado 003 Civil Municipal de Bogotá,ORLANDO GILBERT HERNANDEZ  MONTAÑEZ,12,1419,118.25,1094,91.1666666666667,934,94,24.1666666666667,0.0833333333333333,66.75,24.25,0.166666666666667
Bogotá,Municipal,Bogotá/Municipal,Juzgado 008 Civil Municipal de Bogotá,MARITZA LILIANA  SANCHEZ TORRES,12,1454,121.166666666667,1076,89.6666666666666,971,98.0833333333333,23.0833333333333,0,64.75,24.9166666666667,0
Bogotá,Municipal,Bogotá/Municipal,Juzgado 038 Civil Municipal de Bogotá,JOHANNA MARCELA MARTINEZ  GARZON,12,1321,110.083333333333,1076,89.6666666666666,1091,86.1666666666667,23.9166666666667,0,69.5833333333333,20,0.0833333333333333
Bogotá,Municipal,Bogotá/Municipal,Juzgado 039 Civil Municipal de Bogotá,HERNAN AUGUSTO BOLIVAR SILVA,12,1240,103.333333333333,1072,89.3333333333333,657,78,25.25,0.0833333333333333,65.5,23.75,0.0833333333333333
Bogotá,Municipal,Bogotá/Municipal,Juzgado 015 Civil Municipal de Bogotá,JESSICA LILIANA SAEZ  RUIZ,12,1301,108.416666666667,1056,88,858,84.0833333333333,24.25,0.0833333333333333,65.9166666666667,22,0.0833333333333333
Bogotá,Municipal,Bogotá/Municipal,Juzgado 044 Civil Municipal de Bogotá,LUZ STELLA AGRAY  VARGAS,12,1320,110,1052,87.6666666666667,582,92.5833333333333,17.4166666666667,0,69.75,17.9166666666667,0
Bogotá,Municipal,Bogotá/Municipal,Juzgado 023 Civil Municipal de Bogotá,CLAUDIA  RODRIGUEZ  BELTRAN,12,1362,113.5,1042,86.8333333333333,772,89.9166666666667,23.5833333333333,0,61.6666666666667,25.1666666666667,0
Bogotá,Municipal,Bogotá/Municipal,Juzgado 024 Civil Municipal de Bogotá,MONICA  LOAIZA,12,1782,148.5,1041,86.75,782,123.666666666667,24.8333333333333,0,61.5,25.25,0
Bogotá,Municipal,Bogotá/Municipal,Juzgado 053 Civil Municipal de Bogotá,NANCY RAMIREZ  GONZALEZ,12,1599,133.25,1040,86.6666666666667,1097,110.083333333333,23.1666666666667,0,64.0833333333333,22.5833333333333,0
Bogotá,Municipal,Bogotá/Municipal,Juzgado 040 Civil Municipal de Bogotá,JHON ERIK LOPEZ GUZMAN,12,1367,113.916666666667,1033,86.0833333333333,704,88.9166666666667,25,0,62.8333333333333,23.25,0
Bogotá,Municipal,Bogotá/Municipal,Juzgado 047 Civil Municipal de Bogotá,FELIPE ANDRES LOPEZ  GARCIA,12,1385,115.416666666667,1008,84,938,92.25,23.0833333333333,0.0833333333333333,62.75,21.1666666666667,0.0833333333333333
Bogotá,Municipal,Bogotá/Municipal,Juzgado 002 Civil Municipal de Bogotá,CARLOS ALBERTO RANGEL  ACEVEDO,12,954,79.5,962,80.1666666666667,464,55.5833333333333,23.8333333333333,0.0833333333333333,57.6666666666667,22.4166666666667,0.0833333333333333
Bogotá,Municipal,Bogotá/Municipal,Juzgado 028Civil Municipal de Bogotá,DENIS ORLANDO SISSA  DAZA,12,1168,97.3333333333334,959,79.9166666666667,888,72.6666666666667,24.5833333333333,0.0833333333333333,54.25,25.6666666666667,0
Bogotá,Municipal,Bogotá/Municipal,Juzgado 035 Civil Municipal de Bogotá,DEISY ELISABETH ZAMORA  HURTADO,12,1061,88.4166666666667,943,78.5833333333333,610,64.9166666666667,23.5,0,56.1666666666667,22.4166666666667,0
Bogotá,Municipal,Bogotá/Municipal,Juzgado 017 Civil Municipal de Bogotá,MILENA CECILIA  DUQUE  GUZMAN,12,1299,108.25,942,78.5,758,84.1666666666666,24.0833333333333,0,55.8333333333333,22.6666666666667,0
Bogotá,Municipal,Bogotá/Municipal,Juzgado 016 Civil Municipal de Bogotá,MOISES ANDRÉS VALERO PEREZ,12,1064,88.6666666666667,941,78.4166666666667,785,64.5,24.1666666666667,0,55.75,22.5833333333333,0.0833333333333333
Bogotá,Municipal,Bogotá/Municipal,Juzgado 046 Civil Municipal de Bogotá,JORGE  ELIECER OCHOA  ROJAS,12,1201,100.083333333333,934,77.8333333333333,889,74.3333333333333,25.75,0,54.6666666666667,23.1666666666667,0
Bogotá,Municipal,Bogotá/Municipal,Juzgado 027 Civil Municipal de Bogotá,JOSE LUIS DE LA HOZ  LEAL,12,1131,94.25,928,77.3333333333333,416,71.75,22.5,0,55.9166666666667,21.4166666666667,0
Bogotá,Municipal,Bogotá/Municipal,Juzgado 013 Civil Municipal de Bogotá,ALVARO ABAUNZA ZAFRA,12,1071,89.25,926,77.1666666666667,694,66.0833333333333,23.1666666666667,0,55.3333333333333,21.8333333333333,0
Bogotá,Municipal,Bogotá/Municipal,Juzgado 037 Civil Municipal de Bogotá,LUIS CARLOS RIAÑO  VERA,12,1094,91.1666666666667,913,76.0833333333333,711,66.0833333333333,25,0.0833333333333333,51.1666666666667,24.8333333333333,0.0833333333333333
Bogotá,Municipal,Bogotá/Municipal,Juzgado 020 Civil Municipal de Bogotá,GLORIA INES  OSPINA  MARMOLEJO,9,1182,131.333333333333,910,101.111111111111,682,107.333333333333,23.8888888888889,0.111111111111111,77.2222222222222,23.8888888888889,0
Bogotá,Municipal,Bogotá/Municipal,Juzgado 043 Civil Municipal de Bogotá,JAIRO ANDRES GAITAN PRADA,12,1132,94.3333333333333,906,75.5,690,70.75,23.5,0.0833333333333333,54.8333333333333,20.5833333333333,0.0833333333333333
Bogotá,Municipal,Bogotá/Municipal,Juzgado 019 Civil Municipal de Bogotá,GINA ALEJANDRA PECHA GARZON,12,1132,94.3333333333333,904,75.3333333333333,725,71.3333333333333,22.9166666666667,0.0833333333333333,54.1666666666667,21.0833333333333,0.0833333333333333
Bogotá,Municipal,Bogotá/Municipal,Juzgado 009 Civil Municipal de Bogotá,MARIA VICTORIA LOPEZ MEDINA,12,1464,122,899,74.9166666666666,796,96.6666666666667,25.25,0.0833333333333333,51.0833333333333,23.75,0.0833333333333333
Bogotá,Municipal,Bogotá/Municipal,Juzgado 041 Civil Municipal de Bogotá,FABIAN ANDRES MORENO,12,1163,96.9166666666667,893,74.4166666666667,629,73.9166666666667,22.75,0.25,51.75,22.4166666666667,0.25
Bogotá,Municipal,Bogotá/Municipal,Juzgado 048 Civil Municipal de Bogotá,JULIÁN ANDRÉS  ADARVE RÍOS,12,1134,94.5,893,74.4166666666667,1066,71.75,22.6666666666667,0.0833333333333333,51.6666666666667,22.6666666666667,0.0833333333333333
Bogotá,Municipal,Bogotá/Municipal,Juzgado 049 Civil Municipal de Bogotá,NESTOR  LEON  CAMELO,12,1014,84.5,888,74,700,61.5,22.9166666666667,0.0833333333333333,51.9166666666667,22,0.0833333333333333
Bogotá,Municipal,Bogotá/Municipal,Juzgado 004 Civil Municipal de Bogotá,MARIA FERNANDA ESCOBAR OROZCO,12,1286,107.166666666667,881,73.4166666666667,674,83.4166666666667,23.5833333333333,0.166666666666667,51,22.4166666666667,0
Bogotá,Municipal,Bogotá/Municipal,Juzgado 026 Civil Municipal de Bogotá,MARIA JOSÉ ÁVILA PAZ,12,1076,89.6666666666667,880,73.3333333333334,622,65.75,23.75,0.166666666666667,50.3333333333333,22.8333333333333,0.166666666666667
Bogotá,Municipal,Bogotá/Municipal,Juzgado 045 Civil Municipal de Bogotá,RICARDO ADOLFO PINZON MORENO,12,1123,93.5833333333334,865,72.0833333333333,681,71.0833333333333,22.5,0,53,19.0833333333333,0
Bogotá,Municipal,Bogotá/Municipal,Juzgado 030 Civil Municipal de Bogotá,ARTEMIDORO GUALTEROS MIRANDA,12,1182,98.5,865,72.0833333333333,830,73.8333333333333,24.5833333333333,0.0833333333333333,51.8333333333333,20.1666666666667,0.0833333333333333
Bogotá,Municipal,Bogotá/Municipal,Juzgado 057 Civil Municipal de Bogotá,MARLENNE  ARANDA CASTILLO,12,993,82.75,842,70.1666666666667,851,60.4166666666667,22.25,0.0833333333333333,48.9166666666667,21.1666666666667,0.0833333333333333
Bogotá,Municipal,Bogotá/Municipal,Juzgado 001 Civil Municipal de Bogotá,EDUARDO ANDRES CABRALES ALARCON,12,1286,107.166666666667,811,67.5833333333333,531,84.1666666666667,22.9166666666667,0.0833333333333333,45.1666666666667,22.3333333333333,0.0833333333333333
Bogotá,Municipal,Bogotá/Municipal,Juzgado 025 Civil Municipal de Bogotá,JUAN ESTEBAN ZAPATA MONTOYA,12,1088,90.6666666666667,786,65.5,880,67.4166666666667,23.1666666666667,0.0833333333333333,42.9166666666667,22.5,0.0833333333333333
Bogotá,Municipal,Bogotá/Municipal,Juzgado 005 Civil Municipal de Bogotá,JUAN CARLOS FONSECA CRISTANCHO,12,1007,83.9166666666667,769,64.0833333333333,853,62.1666666666667,21.6666666666667,0.0833333333333333,42.75,21.25,0.0833333333333333
Bogotá,Municipal,Bogotá/Municipal,Juzgado 051 Civil Municipal de Bogotá,HERNANDO  GONZALEZ  RUEDA,6,519,86.5,422,70.3333333333333,790,86.5,0,0,70.3333333333333,0,0
Bogotá,Municipal,Bogotá/Municipal,Juzgado 029 Civil Municipal de Bogotá,PABLO ALFONSO CORREA PEÑA,3,295,98.3333333333333,268,89.3333333333333,970,69.6666666666667,28.6666666666667,0,57.3333333333333,31.6666666666667,0.333333333333333
Bucaramanga,Municipal,Bucaramanga/Municipal,Juzgado 009 Civil Municipal de Bucaramanga,SILVIA MENESES  ESPINOSA,12,855,71.25,2084,173.666666666667,4726,55.5,15.5833333333333,0.166666666666667,157.916666666667,15.5833333333333,0.166666666666667
Bucaramanga,Municipal,Bucaramanga/Municipal,Juzgado 006 Civil Municipal de Bucaramanga,SANDRA KARINA JAIMES  DURAN,12,799,66.5833333333333,1896,158,646,51.0833333333333,15.3333333333333,0.166666666666667,144,13.8333333333333,0.166666666666667
Bucaramanga,Municipal,Bucaramanga/Municipal,Juzgado 007 Civil Municipal de Bucaramanga,GLADYS  MADIEDO RUEDA,12,924,77,1478,123.166666666667,341,60.8333333333333,16,0.166666666666667,108.333333333333,14.6666666666667,0.166666666666667
Bucaramanga,Municipal,Bucaramanga/Municipal,Juzgado 001 Civil Municipal de Bucaramanga,PEDRO AGUSTIN BALLESTEROS  DELGADO,12,808,67.3333333333333,1205,100.416666666667,402,51.8333333333333,15.3333333333333,0.166666666666667,85.3333333333333,14.9166666666667,0.166666666666667
Bucaramanga,Municipal,Bucaramanga/Municipal,Juzgado 004 Civil Municipal de Barrancabermeja,LEIDY LIZETH  FLOREZ  SANDOVAL,12,2025,168.75,1169,97.4166666666667,1859,139.5,28.8333333333333,0.416666666666667,71,26,0.416666666666667
Bucaramanga,Municipal,Bucaramanga/Municipal,Juzgado 005 Civil Municipal de Bucaramanga,ELIAS BOHORQUEZ ORDUZ,12,798,66.5,1078,89.8333333333333,579,50.3333333333333,16,0.166666666666667,74.8333333333333,14.8333333333333,0.166666666666667
Bucaramanga,Municipal,Bucaramanga/Municipal,Juzgado 001 Civil Municipal de Barrancabermeja,MAURICIO ALEJANDRO NAVAS ORDOÑEZ,12,1007,83.9166666666667,1015,84.5833333333333,739,56.5833333333333,27.1666666666667,0.166666666666667,57.1666666666667,27.3333333333333,0.0833333333333333
Bucaramanga,Municipal,Bucaramanga/Municipal,Juzgado 005 Civil Municipal de Barrancabermeja,JHAEL SHAFFIA FLOREZ FORERO,12,953,79.4166666666667,872,72.6666666666667,634,51.4166666666667,27.75,0.25,44.1666666666667,28.25,0.25
Bucaramanga,Municipal,Bucaramanga/Municipal,Juzgado 003 Civil Municipal de Barrancabermeja,FRANCIE HESTHER ANGARITA  OTERO,12,1005,83.75,851,70.9166666666667,667,54.6666666666667,28.8333333333333,0.25,42.25,28.4166666666667,0.25
Bucaramanga,Municipal,Bucaramanga/Municipal,Juzgado 008 Civil Municipal de Bucaramanga,MARTHA JULIANA RIVERA GARCIA,12,791,65.9166666666667,821,68.4166666666667,549,50.4166666666667,15.5,0,53,15.4166666666667,0
Bucaramanga,Municipal,Bucaramanga/Municipal,Juzgado 004 Civil Municipal de Bucaramanga,JANETH QUIÑONEZ  QUINTERO,12,873,72.75,819,68.25,2567,56.25,16.4166666666667,0.0833333333333333,53.6666666666667,14.5,0.0833333333333333
Bucaramanga,Municipal,Bucaramanga/Municipal,Juzgado 014 Civil Municipal de Bucaramanga,GEOVANNY ANDRÉS PINEDA LEGUÍZAMO,12,903,75.25,800,66.6666666666667,397,59.9166666666667,15.3333333333333,0,52.0833333333333,14.5833333333333,0
Bucaramanga,Municipal,Bucaramanga/Municipal,Juzgado 019 Civil Municipal de Bucaramanga,ANGELA MARIA PARRA RODRIGUEZ,12,913,76.0833333333333,797,66.4166666666667,376,59.75,16.25,0.0833333333333333,51.9166666666667,14.4166666666667,0.0833333333333333
Bucaramanga,Municipal,Bucaramanga/Municipal,Juzgado 011 Civil Municipal de Bucaramanga,HELGA JOHANNA RÍOS DURÁN,12,802,66.8333333333333,792,66,643,51.1666666666667,15.5833333333333,0.0833333333333333,50.4166666666667,15.5,0.0833333333333333
Bucaramanga,Municipal,Bucaramanga/Municipal,Juzgado 028 Civil Municipal de Bucaramanga,MARIA CRISTINA TORRES MORENO,12,777,64.75,741,61.75,499,51.5,13.1666666666667,0.0833333333333333,48.9166666666667,12.75,0.0833333333333333
Bucaramanga,Municipal,Bucaramanga/Municipal,Juzgado 029 Civil Municipal de Bucaramanga,GELBER IVAN BAZA CARDOZO,12,923,76.9166666666667,736,61.3333333333333,530,61.4166666666667,15.3333333333333,0.166666666666667,46.0833333333333,15.0833333333333,0.166666666666667
Bucaramanga,Municipal,Bucaramanga/Municipal,Juzgado 001 Civil Municipal de Floridablanca,LUZ DARY HERNANDEZ GUAYAMBUCO,12,1053,87.75,735,61.25,677,78.25,9.5,0,52.3333333333333,8.91666666666667,0
Bucaramanga,Municipal,Bucaramanga/Municipal,Juzgado 002 Civil Municipal de Barrancabermeja,SHIRLEY EUGENIA IBAÑEZ CUETO,12,1066,88.8333333333334,734,61.1666666666667,758,57.5,30.9166666666667,0.416666666666667,31.1666666666667,29.8333333333333,0.166666666666667
